4
 
C1s
 ,1,2,3,4
540.3000,16025.0000,16950.0000,16843.7500,17400.0000
540.2000,15956.2500,17287.5000,16443.7500,16768.7500
540.1000,15981.2500,17475.0000,16506.2500,16781.2500
540.0000,15693.7500,17075.0000,16750.0000,17000.0000
539.9000,15387.5000,17068.7500,17125.0000,17087.5000
539.8000,15843.7500,17193.7500,16768.7500,16718.7500
539.7000,15643.7500,17368.7500,16462.5000,16643.7500
539.6000,15806.2500,16781.2500,17306.2500,16937.5000
539.5000,15081.2500,17087.5000,16587.5000,16762.5000
539.4000,15743.7500,16631.2500,17156.2500,16756.2500
539.3000,15775.0000,16950.0000,16237.5000,16481.2500
539.2000,15762.5000,16400.0000,17125.0000,17193.7500
539.1000,15381.2500,17525.0000,16537.5000,17318.7500
539.0000,16043.7500,17100.0000,16800.0000,17287.5000
538.9000,15818.7500,17468.7500,16693.7500,16950.0000
538.8000,15631.2500,17412.5000,17512.5000,17200.0000
538.7000,15675.0000,17550.0000,16325.0000,17143.7500
538.6000,15818.7500,16762.5000,17218.7500,16806.2500
538.5000,15181.2500,17287.5000,16843.7500,16906.2500
538.4000,15418.7500,16612.5000,17600.0000,16893.7500
538.3000,15306.2500,17012.5000,16881.2500,16512.5000
538.2000,15718.7500,17068.7500,17218.7500,16662.5000
538.1000,15706.2500,17043.7500,16925.0000,16606.2500
538.0000,15487.5000,17356.2500,17293.7500,17137.5000
537.9000,15143.7500,17362.5000,16318.7500,17400.0000
537.8000,15562.5000,16962.5000,16887.5000,16306.2500
537.7000,15406.2500,17375.0000,17156.2500,17075.0000
537.6000,15325.0000,17693.7500,17312.5000,16500.0000
537.5000,15206.2500,17306.2500,17125.0000,17150.0000
537.4000,15356.2500,17150.0000,17062.5000,16931.2500
537.3000,15750.0000,17543.7500,16962.5000,17600.0000
537.2000,15400.0000,17168.7500,17518.7500,17406.2500
537.1000,15600.0000,17156.2500,16525.0000,16975.0000
537.0000,15231.2500,16937.5000,17812.5000,17231.2500
536.9000,16056.2500,17268.7500,16875.0000,17706.2500
536.8000,15487.5000,17137.5000,17881.2500,17375.0000
536.7000,16031.2500,17668.7500,16762.5000,17268.7500
536.6000,16068.7500,17687.5000,17706.2500,16431.2500
536.5000,16168.7500,17056.2500,17512.5000,17118.7500
536.4000,15893.7500,17843.7500,17587.5000,16768.7500
536.3000,15618.7500,17275.0000,16781.2500,16943.7500
536.2000,15931.2500,17387.5000,17500.0000,16700.0000
536.1000,15800.0000,17606.2500,16993.7500,16987.5000
536.0000,15637.5000,17418.7500,16581.2500,17356.2500
535.9000,15712.5000,17737.5000,16875.0000,17218.7500
535.8000,16168.7500,17750.0000,17050.0000,16781.2500
535.7000,16006.2500,17618.7500,16712.5000,17162.5000
535.6000,15600.0000,18156.2500,16931.2500,17525.0000
